BASIC5000_0001 みずをまれしあからかわなくてはならないのです
BASIC5000_1538 みりょくはみるめをうつがしんかはたましいをかちとる
BASIC5000_1539 じゅうしょろくをあたらしいものにかきなおさなければならない
BASIC5000_1540 てはっちょうくちはっちょうのかれだけどまことがないのがたまにきずだね
BASIC5000_1541 せんくしゃたちはいちれんのしょうがいをこくふくしてきた
BASIC5000_1542 ぎょうしゃがぞうかのはなたばをとどけてかざっている
BASIC5000_1543 ちんりょうがてごろならどんなまんしょんでもかまいません
BASIC5000_1544 ごつごうのよいときにおたずねください
BASIC5000_1545 ひとことでいえばかれはばかだとおもいます
BASIC5000_1546 とうろんしゃはえねるぎもんだいについてろんじる
BASIC5000_1547 ほろびにいたるもんはおおきくそのみちはひろい
BASIC5000_1548 おこめやさんはいわずとしれたしゃようさんぎょう
BASIC5000_1549 はとやまさんがけいばでさいしをやしなっているといっっています
BASIC5000_1550 いみのあるへんかくがなされるならばわたしはせいじかいかくにそうじてさんせいだ
BASIC5000_1551 なんぶのうりあげはよんじゅうななぱせんとぞうかした
BASIC5000_1552 かいぶつのあしおとをきくとかれらはしほうはっぽうにはしりだした
BASIC5000_1553 かんりょうとおるはだいきぎょうとのきょうこなかんけいをいじしている
BASIC5000_1554 じょうきゃくはいっていりょうのにもつをきないにもちこむことができる
BASIC5000_1555 かんづめのしょくりょうはかのじょのおきにめさない
BASIC5000_1556 ならいはじめてにねんしかならないのをかんがえるとかのえいごもわるくない
BASIC5000_1557 つちいさんにおあいできるようにごてはいいただけますか
BASIC5000_1558 しちがつのじょうじゅんはうみにいくのははやいかな
BASIC5000_1559 さんふじんかいがへっているのはしゅっしょうかずのげんしょうでいりょうにずがていげんしたのをはんえいしている
BASIC5000_1560 きょうさんしゅぎはそびえとしゃかいしゅぎきょうわこくのせいじたいせいだったがせんきゅうひゃくきゅうじゅうさんねんにほうかいした
BASIC5000_1561 りんじんがびょうきになるとかのじょはいしゃにちりょうしてくれるようにたのんだ
BASIC5000_1562 こきょうのおいたりょうしんのことをかんがえてみるべきだ
BASIC5000_1563 せっかくきてくれたのにるすをしていてごめんね
BASIC5000_1564 すいえいのあとおれんじじゅすいっぱいとくればいうことはない
BASIC5000_1565 じっせんてきけんちからすればかのけいかくはじっこうしにくい
BASIC5000_1566 くちをいっぱいにしたままではなしてはいけない
BASIC5000_1567 きょくちてきなおおあめだったらしいけどいかなくてせいかいだったよ
BASIC5000_1568 にどとまちがいをすることはゆるされない
BASIC5000_1569 ななじゅっさいにしてはかれはいまだにおどろくほどげんきである
BASIC5000_1570 ななじゅうじゅうろくのへいきんはじゅういちである
BASIC5000_1571 ぜいそのほかすべてこみだといっぱくいくらですか
BASIC5000_1572 がくしゃのなかにはあめりかにゅうしょくをにしよろっぱのしゃかいふあんのせいにするものもいる
BASIC5000_1573 きょうしゅうじょのきょうしにそうあせるなといわれています
BASIC5000_1574 こんやくしているのにきすをきょひされた
BASIC5000_1575 こうきがにどおとずれることはめったにない
BASIC5000_1576 じゅうたんのしょくはかべとちょうわしている
BASIC5000_1577 じゃいちねんまえのはもうききめがないんだ
BASIC5000_1578 なんぷんかへったのかそれともなんじかんかへったのかぬまたせんせいがいえにいっってきてていこのひたいにてをあてた
BASIC5000_1579 もとそうりだいじんのすずきしがいいんかいのぎちょうになるだろう
BASIC5000_1580 らいらっくのはなをみるにはにじゅうさんしゅうかんまたねばならない
BASIC5000_1581 じらさないでそのにゅすをわたしにきかせてくださいよ
BASIC5000_1582 たいていのがくせいはしじゅうしけんをうけなければならないことでいやになっている
BASIC5000_1583 こうもくりすとのなかにあなたがごいけんをのべたものがありましたらそれもごれんらくくださいますか
BASIC5000_1584 きゅうびょうのためにかれはそこへいくことができなかった
BASIC5000_1585 いふくをかうのをせつやくしなければならない
BASIC5000_1586 きれたけっかんからちがどくどくとながれでた
BASIC5000_1587 あだびんぐできるならわたしのもおねがいしてよいですか
BASIC5000_1588 えんきんほうがとられてないのでそのえはへんにみえる
BASIC5000_1589 いっぽでもうごいてごらんがけからおちてしまうよ
BASIC5000_1590 びじんのつまをもったものはめがふたつではたりない
BASIC5000_1591 ぎいんにしゅうしょくくちのせわをたのんでみたがはなであしらわれた
BASIC5000_1592 しんこうのもんだいをかんがえるとさんじゅうねんだいおよびせいおうのきょうさんしゅぎとのれんあいということにむかわざるをえない
BASIC5000_1593 きょうぶのれんとげんをとってください
BASIC5000_1594 はいぼくやしっぱいはにんげんをひじょうにひくつにする
BASIC5000_1595 じきひつさいんいりぼるをてにいれることができた
BASIC5000_1596 ちょうたいこくがはげしいこっきょうふんそうをかいけつするためにほんかくてきにこうしょうした
BASIC5000_1597 えはすこしはなれたところにおくとよりよくみえる
BASIC5000_1598 えのべんきょうをするためにふらんすにりゅうがくします
BASIC5000_1599 けいぼうでそらをなぐりつけよろめいてたいせいをたてなおしたがどまんはじぶんにむかってとっしんしてくるかなあみづくりのくずかごをみた
BASIC5000_1600 ぴすとるをもったおとこがかれをせきたててくるまにおしこんだ
BASIC5000_1601 にゅよくにいたときはあぱとをかりていた
BASIC5000_1602 たんかじゅうごどるでじゅっぽんをしきゅうおくっていただけますか
BASIC5000_1603 ぴさろがいんかていこくについてきいたことのおおくはしんじつであった
BASIC5000_1604 ぴざをじゆうにめしあがってください
BASIC5000_1605 にんにくはたべもののあじをよくするのにつかわれる
BASIC5000_1606 ぴえろをみてしょうねんはものがいえなくなってしまった
BASIC5000_1607 ぴかそのえはわたしにはきみょうにみえる
BASIC5000_1608 つごうのよろしいときにいらしてください
BASIC5000_1609 ぴくにっくにいくのはどうでしょうか
BASIC5000_1610 ぴあのはたかいですがじどうしゃはもっとたかいです
BASIC5000_1611 にっくのあたらしいじゅうしょとでんわばんごうをきいとかなくちゃ
BASIC5000_1612 こたいのじょうたいになったみずはこおりとよばれる
BASIC5000_1613 でんきじどうしゃのせいのうはよくなっている
BASIC5000_1614 かりないですむいじょうのきんをかりるな
